sku,model,color_id,color_name,storage_id,storage_name,trocable_id,product_id,cellphone_condition_id,cellphone_condition_type,enable_membership,product_name,condition_name,price_new,price_current,price_invoice_current,price_one_installment_current,featured,discount,stock,super_discount,installments,installment_value,interest,installments_info,urlHash,url,title,images
8429.0,Motorola Moto G3 HDTV,2.0,Branco,16.0,16GB,8429.0,596.0,15.0,used,False,Motorola Moto G3 16GB 4G Dual HDTV Branco,Bom,829,379,379.00,379.00,False,54.0,0.0,True,12.0,31.58,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#596-motorola-moto-g3-16gb-4g-dual-hdtv-branco-bom-15,https://www.trocafone.com/celulares/motorola/moto-g/moto-g3/m/motorola-moto-g-3a-geracao-hdtv#596-motorola-moto-g3-16gb-4g-dual-hdtv-branco-bom-15,Comprar Motorola Moto G3 16GB 4G Dual HDTV Branco em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/58986ec1-moto-g-3a-geracao-4g-dual-bran-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58986ec1-moto-g-3a-geracao-4g-dual-bran-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58986ec1-moto-g-3a-geracao-4g-dual-bran-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58986ec3-moto-g-3a-geracao-4g-dual-bran-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58986ec3-moto-g-3a-geracao-4g-dual-bran-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58986ec3-moto-g-3a-geracao-4g-dual-bran-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/moto-g-3a-geracao-hdtv-branc-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-moto-g-3a-geracao-hdtv-branc-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-moto-g-3a-geracao-hdtv-branc-3.png""}]"
8441.0,Samsung Galaxy S7,1.0,Preto,17.0,32GB,8441.0,597.0,5.0,used,False,Samsung Galaxy S7 32GB Preto,Excelente,2999,1129,"1,129.00","1,129.00",False,62.0,0.0,True,12.0,94.08,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#597-samsung-galaxy-s7-32gb-preto-excelente-5,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#597-samsung-galaxy-s7-32gb-preto-excelente-5,Comprar Samsung Galaxy S7 32GB Preto em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/s7-preto2016-09-30-at-35712-pm-1.jpg"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-preto2016-09-30-at-35712-pm-1.jpg"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-preto2016-09-30-at-35712-pm-1.jpg""}, {""original"": ""https://imagens.trocafone.com/images/phones/58593567-s7-preto2016-09-30-at-35712-pm-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58593567-s7-preto2016-09-30-at-35712-pm-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58593567-s7-preto2016-09-30-at-35712-pm-3.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58593569-s7-preto2016-09-30-at-35712-pm-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58593569-s7-preto2016-09-30-at-35712-pm-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58593569-s7-preto2016-09-30-at-35712-pm-2.png""}]"
8442.0,Samsung Galaxy S7,1.0,Preto,17.0,32GB,8442.0,597.0,6.0,used,False,Samsung Galaxy S7 32GB Preto,Muito Bom,2999,1059,"1,059.00","1,059.00",False,64.0,0.0,True,12.0,88.25,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#597-samsung-galaxy-s7-32gb-preto-muito-bom-6,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#597-samsung-galaxy-s7-32gb-preto-muito-bom-6,Comprar Samsung Galaxy S7 32GB Preto em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/s7-preto2016-09-30-at-35712-pm-1.jpg"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-preto2016-09-30-at-35712-pm-1.jpg"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-preto2016-09-30-at-35712-pm-1.jpg""}, {""original"": ""https://imagens.trocafone.com/images/phones/58593567-s7-preto2016-09-30-at-35712-pm-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58593567-s7-preto2016-09-30-at-35712-pm-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58593567-s7-preto2016-09-30-at-35712-pm-3.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58593569-s7-preto2016-09-30-at-35712-pm-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58593569-s7-preto2016-09-30-at-35712-pm-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58593569-s7-preto2016-09-30-at-35712-pm-2.png""}]"
8443.0,Samsung Galaxy S7,1.0,Preto,17.0,32GB,8443.0,597.0,15.0,used,False,Samsung Galaxy S7 32GB Preto,Bom,2999,969,969.00,969.00,False,67.0,0.0,True,12.0,80.75,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#597-samsung-galaxy-s7-32gb-preto-bom-15,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#597-samsung-galaxy-s7-32gb-preto-bom-15,Comprar Samsung Galaxy S7 32GB Preto em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/s7-preto2016-09-30-at-35712-pm-1.jpg"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-preto2016-09-30-at-35712-pm-1.jpg"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-preto2016-09-30-at-35712-pm-1.jpg""}, {""original"": ""https://imagens.trocafone.com/images/phones/58593567-s7-preto2016-09-30-at-35712-pm-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58593567-s7-preto2016-09-30-at-35712-pm-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58593567-s7-preto2016-09-30-at-35712-pm-3.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58593569-s7-preto2016-09-30-at-35712-pm-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58593569-s7-preto2016-09-30-at-35712-pm-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58593569-s7-preto2016-09-30-at-35712-pm-2.png""}]"
8469.0,Samsung Galaxy S7,7.0,Prata,17.0,32GB,8469.0,599.0,5.0,used,False,Samsung Galaxy S7 32GB Prata,Excelente,2999,1129,"1,129.00","1,129.00",False,62.0,0.0,True,12.0,94.08,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#599-samsung-galaxy-s7-32gb-prata-excelente-5,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#599-samsung-galaxy-s7-32gb-prata-excelente-5,Comprar Samsung Galaxy S7 32GB Prata em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/585933a1-s7-prata2016-09-30-at-40337-pm.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-585933a1-s7-prata2016-09-30-at-40337-pm.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-585933a1-s7-prata2016-09-30-at-40337-pm.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/585933a2-s7-prata2016-09-30-at-40337-pm-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-585933a2-s7-prata2016-09-30-at-40337-pm-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-585933a2-s7-prata2016-09-30-at-40337-pm-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/585933a4-s7-prata2016-09-30-at-40337-pm-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-585933a4-s7-prata2016-09-30-at-40337-pm-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-585933a4-s7-prata2016-09-30-at-40337-pm-3.png""}]"
8470.0,Samsung Galaxy S7,7.0,Prata,17.0,32GB,8470.0,599.0,6.0,used,False,Samsung Galaxy S7 32GB Prata,Muito Bom,2999,1059,"1,059.00","1,059.00",False,64.0,0.0,True,12.0,88.25,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#599-samsung-galaxy-s7-32gb-prata-muito-bom-6,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#599-samsung-galaxy-s7-32gb-prata-muito-bom-6,Comprar Samsung Galaxy S7 32GB Prata em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/585933a1-s7-prata2016-09-30-at-40337-pm.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-585933a1-s7-prata2016-09-30-at-40337-pm.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-585933a1-s7-prata2016-09-30-at-40337-pm.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/585933a2-s7-prata2016-09-30-at-40337-pm-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-585933a2-s7-prata2016-09-30-at-40337-pm-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-585933a2-s7-prata2016-09-30-at-40337-pm-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/585933a4-s7-prata2016-09-30-at-40337-pm-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-585933a4-s7-prata2016-09-30-at-40337-pm-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-585933a4-s7-prata2016-09-30-at-40337-pm-3.png""}]"
8471.0,Samsung Galaxy S7,7.0,Prata,17.0,32GB,8471.0,599.0,15.0,used,False,Samsung Galaxy S7 32GB Prata,Bom,2999,969,969.00,969.00,False,67.0,1.0,True,12.0,80.75,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#599-samsung-galaxy-s7-32gb-prata-bom-15,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#599-samsung-galaxy-s7-32gb-prata-bom-15,Comprar Samsung Galaxy S7 32GB Prata em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/585933a1-s7-prata2016-09-30-at-40337-pm.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-585933a1-s7-prata2016-09-30-at-40337-pm.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-585933a1-s7-prata2016-09-30-at-40337-pm.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/585933a2-s7-prata2016-09-30-at-40337-pm-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-585933a2-s7-prata2016-09-30-at-40337-pm-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-585933a2-s7-prata2016-09-30-at-40337-pm-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/585933a4-s7-prata2016-09-30-at-40337-pm-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-585933a4-s7-prata2016-09-30-at-40337-pm-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-585933a4-s7-prata2016-09-30-at-40337-pm-3.png""}]"
8483.0,Samsung Galaxy S7,8.0,Dourado,17.0,32GB,8483.0,600.0,5.0,used,False,Samsung Galaxy S7 32GB Dourado,Excelente,2999,1129,"1,129.00","1,129.00",False,62.0,1.0,True,12.0,94.08,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#600-samsung-galaxy-s7-32gb-dourado-excelente-5,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#600-samsung-galaxy-s7-32gb-dourado-excelente-5,Comprar Samsung Galaxy S7 32GB Dourado em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/s7-dourado-1.jpg"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-dourado-1.jpg"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-dourado-1.jpg""}, {""original"": ""https://imagens.trocafone.com/images/phones/s7-dourado-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-dourado-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-dourado-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/s7-dourado-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-dourado-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-dourado-3.png""}]"
8484.0,Samsung Galaxy S7,8.0,Dourado,17.0,32GB,8484.0,600.0,6.0,used,False,Samsung Galaxy S7 32GB Dourado,Muito Bom,2999,1059,"1,059.00","1,059.00",False,64.0,0.0,True,12.0,88.25,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#600-samsung-galaxy-s7-32gb-dourado-muito-bom-6,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#600-samsung-galaxy-s7-32gb-dourado-muito-bom-6,Comprar Samsung Galaxy S7 32GB Dourado em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/s7-dourado-1.jpg"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-dourado-1.jpg"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-dourado-1.jpg""}, {""original"": ""https://imagens.trocafone.com/images/phones/s7-dourado-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-dourado-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-dourado-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/s7-dourado-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-dourado-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-dourado-3.png""}]"
8485.0,Samsung Galaxy S7,8.0,Dourado,17.0,32GB,8485.0,600.0,15.0,used,False,Samsung Galaxy S7 32GB Dourado,Bom,2999,969,969.00,969.00,False,67.0,1.0,True,12.0,80.75,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#600-samsung-galaxy-s7-32gb-dourado-bom-15,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#600-samsung-galaxy-s7-32gb-dourado-bom-15,Comprar Samsung Galaxy S7 32GB Dourado em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/s7-dourado-1.jpg"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-dourado-1.jpg"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-dourado-1.jpg""}, {""original"": ""https://imagens.trocafone.com/images/phones/s7-dourado-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-dourado-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-dourado-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/s7-dourado-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s7-dourado-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s7-dourado-3.png""}]"
8497.0,Samsung Galaxy S7,3.0,Rosa,17.0,32GB,8497.0,601.0,5.0,used,False,Samsung Galaxy S7 32GB Rosa,Excelente,2999,1129,"1,129.00","1,129.00",False,62.0,0.0,True,12.0,94.08,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#601-samsung-galaxy-s7-32gb-rosa-excelente-5,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#601-samsung-galaxy-s7-32gb-rosa-excelente-5,Comprar Samsung Galaxy S7 32GB Rosa em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/58beb787-s7-rosa2016-09-30-at-43041-pm.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58beb787-s7-rosa2016-09-30-at-43041-pm.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58beb787-s7-rosa2016-09-30-at-43041-pm.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58beb788-s7-rosa2016-09-30-at-43041-pm-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58beb788-s7-rosa2016-09-30-at-43041-pm-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58beb788-s7-rosa2016-09-30-at-43041-pm-3.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58beb789-s7-rosa2016-09-30-at-43041-pm-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58beb789-s7-rosa2016-09-30-at-43041-pm-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58beb789-s7-rosa2016-09-30-at-43041-pm-2.png""}]"
8498.0,Samsung Galaxy S7,3.0,Rosa,17.0,32GB,8498.0,601.0,6.0,used,False,Samsung Galaxy S7 32GB Rosa,Muito Bom,2999,1059,"1,059.00","1,059.00",False,64.0,1.0,True,12.0,88.25,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#601-samsung-galaxy-s7-32gb-rosa-muito-bom-6,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#601-samsung-galaxy-s7-32gb-rosa-muito-bom-6,Comprar Samsung Galaxy S7 32GB Rosa em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/58beb787-s7-rosa2016-09-30-at-43041-pm.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58beb787-s7-rosa2016-09-30-at-43041-pm.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58beb787-s7-rosa2016-09-30-at-43041-pm.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58beb788-s7-rosa2016-09-30-at-43041-pm-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58beb788-s7-rosa2016-09-30-at-43041-pm-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58beb788-s7-rosa2016-09-30-at-43041-pm-3.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58beb789-s7-rosa2016-09-30-at-43041-pm-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58beb789-s7-rosa2016-09-30-at-43041-pm-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58beb789-s7-rosa2016-09-30-at-43041-pm-2.png""}]"
8499.0,Samsung Galaxy S7,3.0,Rosa,17.0,32GB,8499.0,601.0,15.0,used,False,Samsung Galaxy S7 32GB Rosa,Bom,2999,969,969.00,969.00,False,67.0,1.0,True,12.0,80.75,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#601-samsung-galaxy-s7-32gb-rosa-bom-15,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s7/m/galaxy-s7#601-samsung-galaxy-s7-32gb-rosa-bom-15,Comprar Samsung Galaxy S7 32GB Rosa em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/58beb787-s7-rosa2016-09-30-at-43041-pm.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58beb787-s7-rosa2016-09-30-at-43041-pm.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58beb787-s7-rosa2016-09-30-at-43041-pm.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58beb788-s7-rosa2016-09-30-at-43041-pm-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58beb788-s7-rosa2016-09-30-at-43041-pm-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58beb788-s7-rosa2016-09-30-at-43041-pm-3.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58beb789-s7-rosa2016-09-30-at-43041-pm-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58beb789-s7-rosa2016-09-30-at-43041-pm-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58beb789-s7-rosa2016-09-30-at-43041-pm-2.png""}]"
