sku,model,color_id,color_name,storage_id,storage_name,trocable_id,product_id,cellphone_condition_id,cellphone_condition_type,enable_membership,product_name,condition_name,price_new,price_current,price_invoice_current,price_one_installment_current,featured,discount,stock,super_discount,installments,installment_value,interest,installments_info,urlHash,url,title,images
2809.0,Samsung Galaxy Mega Duos,2.0,Branco,15.0,8GB,2809.0,155.0,15.0,used,False,Samsung Galaxy Mega Duos Branco,Bom,1100,399,399.00,399.00,False,63.0,0.0,True,12.0,33.25,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#155-samsung-galaxy-mega-duos-branco-bom-15,https://www.trocafone.com/celulares/samsung/m/galaxy-mega-duos#155-samsung-galaxy-mega-duos-branco-bom-15,Comprar Samsung Galaxy Mega Duos Branco em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/587cd884-mega-branco-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-587cd884-mega-branco-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-587cd884-mega-branco-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/587cd886-mega-branco-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-587cd886-mega-branco-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-587cd886-mega-branco-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/587cd887-mega-branco-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-587cd887-mega-branco-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-587cd887-mega-branco-3.png""}]"
2810.0,Motorola Moto G2 3G Dual,1.0,Preto,16.0,16GB,2810.0,70.0,15.0,used,False,Motorola Moto G2 3G Dual 16GB,Bom,799,249,249.00,249.00,False,68.0,0.0,True,12.0,20.75,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#70-motorola-moto-g2-3g-dual-16gb-bom-15,https://www.trocafone.com/celulares/motorola/moto-g/moto-g2/m/moto-g-2a-geracao#70-motorola-moto-g2-3g-dual-16gb-bom-15,Comprar Motorola Moto G2 3G Dual 16GB em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/587e6105-moto-g-2a-geracao-3g-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-587e6105-moto-g-2a-geracao-3g-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-587e6105-moto-g-2a-geracao-3g-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/587e6106-moto-g-2a-geracao-3g-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-587e6106-moto-g-2a-geracao-3g-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-587e6106-moto-g-2a-geracao-3g-3.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/587e6108-moto-g-2a-geracao-3g-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-587e6108-moto-g-2a-geracao-3g-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-587e6108-moto-g-2a-geracao-3g-2.png""}]"
2811.0,iPhone 5c,5.0,Azul,17.0,32GB,2811.0,156.0,15.0,used,False,Iphone 5C 32GB Azul,Bom,1500,519,519.00,519.00,False,65.0,0.0,True,12.0,43.25,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#156-iphone-5c-32gb-azul-bom-15,https://www.trocafone.com/celulares/iphone/m/iphone-5c#156-iphone-5c-32gb-azul-bom-15,Comprar Iphone 5C 32GB Azul em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/58344e9e-azul-frente.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58344e9e-azul-frente.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58344e9e-azul-frente.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58344e9f-azul-lado.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58344e9f-azul-lado.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58344e9f-azul-lado.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58344ea1-azul-traseira.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58344ea1-azul-traseira.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58344ea1-azul-traseira.png""}]"
2812.0,Samsung Galaxy Grand Duos i9082,2.0,Branco,15.0,8GB,2812.0,151.0,15.0,used,False,Samsung Galaxy Grand Duos i9082 Branco,Bom,629,249,249.00,249.00,False,60.0,1.0,True,12.0,20.75,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#151-samsung-galaxy-grand-duos-i9082-branco-bom-15,https://www.trocafone.com/celulares/samsung/m/galaxy-grand-duos-i9082#151-samsung-galaxy-grand-duos-i9082-branco-bom-15,Comprar Samsung Galaxy Grand Duos i9082 Branco em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/58bd67c3-grand-duos-i9082-bran-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58bd67c3-grand-duos-i9082-bran-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58bd67c3-grand-duos-i9082-bran-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58bd67c5-grand-duos-i9082-bran-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58bd67c5-grand-duos-i9082-bran-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58bd67c5-grand-duos-i9082-bran-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58bd67c6-grand-duos-i9082-bran-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58bd67c6-grand-duos-i9082-bran-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58bd67c6-grand-duos-i9082-bran-3.png""}]"
2813.0,Samsung Galaxy Grand Duos i9082,10.0,Azul,15.0,8GB,2813.0,157.0,15.0,used,False,Samsung Galaxy Grand Duos i9082 Azul,Bom,629,249,249.00,249.00,False,60.0,0.0,True,12.0,20.75,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#157-samsung-galaxy-grand-duos-i9082-azul-bom-15,https://www.trocafone.com/celulares/samsung/m/galaxy-grand-duos-i9082#157-samsung-galaxy-grand-duos-i9082-azul-bom-15,Comprar Samsung Galaxy Grand Duos i9082 Azul em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/grand-duos-i9082-azul-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-grand-duos-i9082-azul-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-grand-duos-i9082-azul-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/grand-duos-i9082-azul-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-grand-duos-i9082-azul-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-grand-duos-i9082-azul-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/grand-duos-i9082-azul-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-grand-duos-i9082-azul-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-grand-duos-i9082-azul-3.png""}]"
2814.0,Samsung Galaxy Grand Duos i9082,1.0,Preto,15.0,8GB,2814.0,150.0,15.0,used,False,Samsung Galaxy Grand Duos i9082 Preto,Bom,629,249,249.00,249.00,False,60.0,1.0,True,12.0,20.75,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#150-samsung-galaxy-grand-duos-i9082-preto-bom-15,https://www.trocafone.com/celulares/samsung/m/galaxy-grand-duos-i9082#150-samsung-galaxy-grand-duos-i9082-preto-bom-15,Comprar Samsung Galaxy Grand Duos i9082 Preto em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/grand-duos-i9082-preto-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-grand-duos-i9082-preto-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-grand-duos-i9082-preto-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/grand-duos-i9082-preto-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-grand-duos-i9082-preto-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-grand-duos-i9082-preto-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/grand-duos-i9082-preto-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-grand-duos-i9082-preto-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-grand-duos-i9082-preto-3.png""}]"
2815.0,Samsung Galaxy S5 Mini Duos,2.0,Branco,16.0,16GB,2815.0,65.0,15.0,used,False,Samsung Galaxy S5 Mini Duos Branco,Bom,799,289,289.00,289.00,False,63.0,0.0,True,12.0,24.08,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#65-samsung-galaxy-s5-mini-duos-branco-bom-15,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s5/m/galaxy-s5-mini-duos#65-samsung-galaxy-s5-mini-duos-branco-bom-15,Comprar Samsung Galaxy S5 Mini Duos Branco em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/samsung-galaxy-s5-mini-duos-branco.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-samsung-galaxy-s5-mini-duos-branco.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-samsung-galaxy-s5-mini-duos-branco.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58bd6a6c-s5-mini-branc-2.jpg"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58bd6a6c-s5-mini-branc-2.jpg"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58bd6a6c-s5-mini-branc-2.jpg""}, {""original"": ""https://imagens.trocafone.com/images/phones/58bd6a6e-s5-mini-branc-3.jpg"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58bd6a6e-s5-mini-branc-3.jpg"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58bd6a6e-s5-mini-branc-3.jpg""}]"
2816.0,Samsung Galaxy S5 Mini Duos,8.0,Dourado,16.0,16GB,2816.0,132.0,15.0,used,False,Samsung Galaxy S5 Mini Duos Dourado,Bom,799,289,289.00,289.00,False,63.0,0.0,True,12.0,24.08,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#132-samsung-galaxy-s5-mini-duos-dourado-bom-15,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s5/m/galaxy-s5-mini-duos#132-samsung-galaxy-s5-mini-duos-dourado-bom-15,Comprar Samsung Galaxy S5 Mini Duos Dourado em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/s5-mini-duos-dour-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s5-mini-duos-dour-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s5-mini-duos-dour-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/s5-mini-duos-dour-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s5-mini-duos-dour-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s5-mini-duos-dour-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/s5-mini-duos-dour-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s5-mini-duos-dour-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s5-mini-duos-dour-3.png""}]"
2817.0,Samsung Galaxy S5 Mini Duos,10.0,Azul,16.0,16GB,2817.0,133.0,15.0,used,False,Samsung Galaxy S5 Mini Duos Azul,Bom,799,289,289.00,289.00,False,63.0,0.0,True,12.0,24.08,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#133-samsung-galaxy-s5-mini-duos-azul-bom-15,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s5/m/galaxy-s5-mini-duos#133-samsung-galaxy-s5-mini-duos-azul-bom-15,Comprar Samsung Galaxy S5 Mini Duos Azul em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/s5-mini-duos-azul-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s5-mini-duos-azul-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s5-mini-duos-azul-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/s5-mini-duos-azul-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s5-mini-duos-azul-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s5-mini-duos-azul-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/s5-mini-duos-azul-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-s5-mini-duos-azul-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-s5-mini-duos-azul-3.png""}]"
2820.0,Samsung Galaxy Win Duos,2.0,Branco,15.0,8GB,2820.0,149.0,15.0,used,False,Samsung Galaxy Win Duos Branco,Bom,899,209,209.00,209.00,False,76.0,0.0,True,12.0,17.42,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#149-samsung-galaxy-win-duos-branco-bom-15,https://www.trocafone.com/celulares/samsung/m/galaxy-win-duos#149-samsung-galaxy-win-duos-branco-bom-15,Comprar Samsung Galaxy Win Duos Branco em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/58fe1b78-samsung-galaxy-win-duos-branco.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58fe1b78-samsung-galaxy-win-duos-branco.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58fe1b78-samsung-galaxy-win-duos-branco.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/win-duos-branco-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-win-duos-branco-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-win-duos-branco-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/win-duos-branco-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-win-duos-branco-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-win-duos-branco-3.png""}]"
2821.0,Samsung Galaxy S5,10.0,Azul,16.0,16GB,2821.0,125.0,15.0,used,False,Samsung Galaxy S5 Azul,Bom,1579,439,439.00,439.00,False,72.0,0.0,True,12.0,36.58,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#125-samsung-galaxy-s5-azul-bom-15,https://www.trocafone.com/celulares/samsung/galaxy-s/galaxy-s5/m/galaxy-s5#125-samsung-galaxy-s5-azul-bom-15,Comprar Samsung Galaxy S5 Azul em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/58627109-s5-duos-azul-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58627109-s5-duos-azul-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58627109-s5-duos-azul-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/5862710a-s5-duos-azul-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-5862710a-s5-duos-azul-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-5862710a-s5-duos-azul-3.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/5862710b-s5-duos-azul-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-5862710b-s5-duos-azul-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-5862710b-s5-duos-azul-2.png""}]"
2822.0,Samsung Galaxy Note 2 N7100,2.0,Branco,16.0,16GB,2822.0,136.0,15.0,used,False,Samsung Galaxy Note II N7100 Branco,Bom,999,389,389.00,389.00,False,61.0,0.0,True,12.0,32.42,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#136-samsung-galaxy-note-ii-n7100-branco-bom-15,https://www.trocafone.com/celulares/samsung/galaxy-note/m/galaxy-note-ii-n7100#136-samsung-galaxy-note-ii-n7100-branco-bom-15,Comprar Samsung Galaxy Note II N7100 Branco em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/note-ii-n7100-bran-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-note-ii-n7100-bran-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-note-ii-n7100-bran-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/note-ii-n7100-bran-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-note-ii-n7100-bran-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-note-ii-n7100-bran-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/note-ii-n7100-bran-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-note-ii-n7100-bran-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-note-ii-n7100-bran-3.png""}]"
2823.0,Samsung Galaxy Note 2 N7100,13.0,Cinza,16.0,16GB,2823.0,135.0,15.0,used,False,Samsung Galaxy Note II N7100 Cinza,Bom,999,389,389.00,389.00,False,61.0,0.0,True,12.0,32.42,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#135-samsung-galaxy-note-ii-n7100-cinza-bom-15,https://www.trocafone.com/celulares/samsung/galaxy-note/m/galaxy-note-ii-n7100#135-samsung-galaxy-note-ii-n7100-cinza-bom-15,Comprar Samsung Galaxy Note II N7100 Cinza em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/note-ii-n7100-cinz-1.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-note-ii-n7100-cinz-1.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-note-ii-n7100-cinz-1.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/note-ii-n7100-cinz-2.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-note-ii-n7100-cinz-2.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-note-ii-n7100-cinz-2.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/note-ii-n7100-cinz-3.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-note-ii-n7100-cinz-3.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-note-ii-n7100-cinz-3.png""}]"
2829.0,iPhone 6,30.0,Prateado,16.0,16GB,2829.0,162.0,15.0,used,False,iPhone 6 16GB Prateado,Bom,2699,1099,"1,099.00","1,099.00",False,59.0,0.0,True,12.0,91.58,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#162-iphone-6-16gb-prateado-bom-15,https://www.trocafone.com/celulares/iphone/m/6#162-iphone-6-16gb-prateado-bom-15,Comprar iPhone 6 16GB Prateado em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/iphone-6-16gb-prata.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-iphone-6-16gb-prata.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-iphone-6-16gb-prata.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58bd69ab-prata-lado.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58bd69ab-prata-lado.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58bd69ab-prata-lado.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58bd69ad-prata-traseira.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58bd69ad-prata-traseira.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58bd69ad-prata-traseira.png""}]"
2830.0,iPhone 6,9.0,Cinza espacial,16.0,16GB,2830.0,163.0,15.0,used,False,iPhone 6 16GB Cinza Espacial,Bom,2699,1099,"1,099.00","1,099.00",False,59.0,0.0,True,12.0,91.58,0,"{""gatewayMethod"": ""min"", ""installments"": [{""amount"": 1, ""interest"": 0}, {""amount"": 2, ""interest"": 0}, {""amount"": 3, ""interest"": 0}, {""amount"": 4, ""interest"": 0}, {""amount"": 5, ""interest"": 0}, {""amount"": 6, ""interest"": 0}, {""amount"": 7, ""interest"": 0}, {""amount"": 8, ""interest"": 0}, {""amount"": 9, ""interest"": 0}, {""amount"": 10, ""interest"": 0}, {""amount"": 11, ""interest"": 0}, {""amount"": 12, ""interest"": 0}]}",#163-iphone-6-16gb-cinza-espacial-bom-15,https://www.trocafone.com/celulares/iphone/m/6#163-iphone-6-16gb-cinza-espacial-bom-15,Comprar iPhone 6 16GB Cinza Espacial em oferta | Trocafone,"[{""original"": ""https://imagens.trocafone.com/images/phones/iphone-6-16gb-cinza-espacial.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-iphone-6-16gb-cinza-espacial.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-iphone-6-16gb-cinza-espacial.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58346656-cinza-e-lado.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58346656-cinza-e-lado.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58346656-cinza-e-lado.png""}, {""original"": ""https://imagens.trocafone.com/images/phones/58346658-cinza-e-traseira.png"", ""detail"": ""https://imagens.trocafone.com/images/phones/dt-58346658-cinza-e-traseira.png"", ""thumbnail"": ""https://imagens.trocafone.com/images/phones/th-58346658-cinza-e-traseira.png""}]"
